AustralianPort,ForeignPort,Passengers_Total,Year,Month_num,Route
Townsville,Bombay,6,1985,8,Townsville → Bombay
Townsville,Frankfurt,56,1985,8,Townsville → Frankfurt
Townsville,London,256,1985,8,Townsville → London
Townsville,Rome,40,1985,8,Townsville → Rome
Townsville,Singapore,659,1985,8,Townsville → Singapore
Adelaide,Auckland,1521,1985,9,Adelaide → Auckland
Adelaide,Bahrain,7,1985,9,Adelaide → Bahrain
Adelaide,Bombay,3,1985,9,Adelaide → Bombay
Adelaide,Frankfurt,22,1985,9,Adelaide → Frankfurt
Adelaide,London,2579,1985,9,Adelaide → London
Adelaide,Muscat,6,1985,9,Adelaide → Muscat
Adelaide,Rome,63,1985,9,Adelaide → Rome
Adelaide,Singapore,4613,1985,9,Adelaide → Singapore
Brisbane,Abu Dhabi,5,1985,9,Brisbane → Abu Dhabi
Brisbane,Auckland,13640,1985,9,Brisbane → Auckland
Brisbane,Bahrain,6,1985,9,Brisbane → Bahrain
Brisbane,Bangkok,852,1985,9,Brisbane → Bangkok
Brisbane,Bombay,27,1985,9,Brisbane → Bombay
Brisbane,Christchurch,5549,1985,9,Brisbane → Christchurch
Brisbane,Frankfurt,178,1985,9,Brisbane → Frankfurt
Brisbane,Hong Kong,2577,1985,9,Brisbane → Hong Kong
Brisbane,Honiara,1201,1985,9,Brisbane → Honiara
Brisbane,Honolulu,443,1985,9,Brisbane → Honolulu
Brisbane,London,3105,1985,9,Brisbane → London
Brisbane,Los Angeles,145,1985,9,Brisbane → Los Angeles
Brisbane,Manila,1164,1985,9,Brisbane → Manila
Brisbane,Muscat,9,1985,9,Brisbane → Muscat
Brisbane,Nadi,1815,1985,9,Brisbane → Nadi
Brisbane,Noumea,389,1985,9,Brisbane → Noumea
Brisbane,Papeete,5,1985,9,Brisbane → Papeete
Brisbane,Port Moresby,3326,1985,9,Brisbane → Port Moresby
Brisbane,Port Vila,593,1985,9,Brisbane → Port Vila
Brisbane,Rome,154,1985,9,Brisbane → Rome
Brisbane,San Francisco,541,1985,9,Brisbane → San Francisco
Brisbane,Singapore,3387,1985,9,Brisbane → Singapore
Brisbane,Suva,225,1985,9,Brisbane → Suva
Brisbane,Tokyo,929,1985,9,Brisbane → Tokyo
Brisbane,Vancouver,329,1985,9,Brisbane → Vancouver
Brisbane,Wellington,2210,1985,9,Brisbane → Wellington
Cairns,Honolulu,549,1985,9,Cairns → Honolulu
Cairns,Los Angeles,213,1985,9,Cairns → Los Angeles
Cairns,Port Moresby,1762,1985,9,Cairns → Port Moresby
Cairns,San Francisco,835,1985,9,Cairns → San Francisco
Cairns,Vancouver,261,1985,9,Cairns → Vancouver
Darwin,Auckland,231,1985,9,Darwin → Auckland
Darwin,Bahrain,2,1985,9,Darwin → Bahrain
Darwin,Bandar Seri Begawan,358,1985,9,Darwin → Bandar Seri Begawan
Darwin,Bombay,11,1985,9,Darwin → Bombay
Darwin,Denpasar,1435,1985,9,Darwin → Denpasar
Darwin,Frankfurt,39,1985,9,Darwin → Frankfurt
Darwin,Jakarta,129,1985,9,Darwin → Jakarta
Darwin,London,244,1985,9,Darwin → London
Darwin,Rome,25,1985,9,Darwin → Rome
Darwin,Singapore,1343,1985,9,Darwin → Singapore
Hobart,Christchurch,1254,1985,9,Hobart → Christchurch
Melbourne,Abu Dhabi,137,1985,9,Melbourne → Abu Dhabi
Melbourne,Amsterdam,1277,1985,9,Melbourne → Amsterdam
Melbourne,Athens,3682,1985,9,Melbourne → Athens
Melbourne,Auckland,10653,1985,9,Melbourne → Auckland
Melbourne,Bahrain,59,1985,9,Melbourne → Bahrain
Melbourne,Bangkok,5265,1985,9,Melbourne → Bangkok
Melbourne,Beijing,536,1985,9,Melbourne → Beijing
Melbourne,Belgrade,1941,1985,9,Melbourne → Belgrade
Melbourne,Bombay,204,1985,9,Melbourne → Bombay
Melbourne,Christchurch,6060,1985,9,Melbourne → Christchurch
Melbourne,Colombo,311,1985,9,Melbourne → Colombo
Melbourne,Denpasar,8305,1985,9,Melbourne → Denpasar
Melbourne,Dubai,45,1985,9,Melbourne → Dubai
Melbourne,Frankfurt,2110,1985,9,Melbourne → Frankfurt
Melbourne,Hong Kong,11469,1985,9,Melbourne → Hong Kong
Melbourne,Honolulu,3327,1985,9,Melbourne → Honolulu
Melbourne,Houston,25,1985,9,Melbourne → Houston
Melbourne,Jakarta,1095,1985,9,Melbourne → Jakarta
Melbourne,Kuala Lumpur,4550,1985,9,Melbourne → Kuala Lumpur
Melbourne,London,6141,1985,9,Melbourne → London
Melbourne,Los Angeles,4200,1985,9,Melbourne → Los Angeles
Melbourne,Manchester,396,1985,9,Melbourne → Manchester
Melbourne,Manila,3381,1985,9,Melbourne → Manila
Melbourne,Muscat,84,1985,9,Melbourne → Muscat
Melbourne,Nadi,5246,1985,9,Melbourne → Nadi
Melbourne,Nauru,129,1985,9,Melbourne → Nauru
Melbourne,New York,51,1985,9,Melbourne → New York
Melbourne,Noumea,232,1985,9,Melbourne → Noumea
Melbourne,Papeete,397,1985,9,Melbourne → Papeete
Melbourne,Rome,4106,1985,9,Melbourne → Rome
Melbourne,San Francisco,1567,1985,9,Melbourne → San Francisco
Melbourne,Singapore,13358,1985,9,Melbourne → Singapore
Melbourne,Tokyo,560,1985,9,Melbourne → Tokyo
Melbourne,Vancouver,191,1985,9,Melbourne → Vancouver
Melbourne,Wellington,2657,1985,9,Melbourne → Wellington
Norfolk Island,Auckland,1556,1985,9,Norfolk Island → Auckland
Perth,Auckland,3833,1985,9,Perth → Auckland
Perth,Bahrain,52,1985,9,Perth → Bahrain
Perth,Bandar Seri Begawan,0,1985,9,Perth → Bandar Seri Begawan
Perth,Bangkok,1404,1985,9,Perth → Bangkok
Perth,Bombay,785,1985,9,Perth → Bombay
Perth,Denpasar,8289,1985,9,Perth → Denpasar
Perth,Frankfurt,199,1985,9,Perth → Frankfurt
Perth,Harare,705,1985,9,Perth → Harare
Perth,Hong Kong,3882,1985,9,Perth → Hong Kong
Perth,Honolulu,70,1985,9,Perth → Honolulu
Perth,Jakarta,1026,1985,9,Perth → Jakarta
Perth,Johannesburg,650,1985,9,Perth → Johannesburg
Perth,Kuala Lumpur,3877,1985,9,Perth → Kuala Lumpur
Perth,London,5158,1985,9,Perth → London
Perth,Mauritius,139,1985,9,Perth → Mauritius
Perth,Muscat,14,1985,9,Perth → Muscat
Perth,Rome,728,1985,9,Perth → Rome
Perth,San Francisco,172,1985,9,Perth → San Francisco
Perth,Singapore,14379,1985,9,Perth → Singapore
Perth,Tokyo,221,1985,9,Perth → Tokyo
Port Hedland,Denpasar,442,1985,9,Port Hedland → Denpasar
Port Hedland,Jakarta,19,1985,9,Port Hedland → Jakarta
Sydney,Abu Dhabi,410,1985,9,Sydney → Abu Dhabi
Sydney,Amsterdam,1280,1985,9,Sydney → Amsterdam
Sydney,Apia,419,1985,9,Sydney → Apia
Sydney,Athens,4014,1985,9,Sydney → Athens
Sydney,Auckland,43783,1985,9,Sydney → Auckland
Sydney,Bahrain,255,1985,9,Sydney → Bahrain
Sydney,Bangkok,5647,1985,9,Sydney → Bangkok
Sydney,Beijing,1074,1985,9,Sydney → Beijing
Sydney,Belgrade,2988,1985,9,Sydney → Belgrade
Sydney,Bombay,1785,1985,9,Sydney → Bombay
Sydney,Christchurch,15827,1985,9,Sydney → Christchurch
Sydney,Colombo,262,1985,9,Sydney → Colombo
Sydney,Denpasar,6557,1985,9,Sydney → Denpasar
Sydney,Dubai,91,1985,9,Sydney → Dubai
Sydney,Frankfurt,2442,1985,9,Sydney → Frankfurt
Sydney,Guangzhou,191,1985,9,Sydney → Guangzhou
Sydney,Harare,1329,1985,9,Sydney → Harare
Sydney,Hong Kong,13067,1985,9,Sydney → Hong Kong
Sydney,Honolulu,9135,1985,9,Sydney → Honolulu
Sydney,Houston,39,1985,9,Sydney → Houston
Sydney,Jakarta,4059,1985,9,Sydney → Jakarta
Sydney,Johannesburg,1562,1985,9,Sydney → Johannesburg
Sydney,Kuala Lumpur,3851,1985,9,Sydney → Kuala Lumpur
Sydney,London,10658,1985,9,Sydney → London
Sydney,Los Angeles,11330,1985,9,Sydney → Los Angeles
Sydney,Manchester,644,1985,9,Sydney → Manchester
Sydney,Manila,5180,1985,9,Sydney → Manila
Sydney,Mauritius,294,1985,9,Sydney → Mauritius
Sydney,Muscat,690,1985,9,Sydney → Muscat
Sydney,Nadi,13246,1985,9,Sydney → Nadi
Sydney,Nauru,48,1985,9,Sydney → Nauru
Sydney,New York,255,1985,9,Sydney → New York
Sydney,Noumea,2190,1985,9,Sydney → Noumea
Sydney,Papeete,2264,1985,9,Sydney → Papeete
Sydney,Paris,376,1985,9,Sydney → Paris
Sydney,Port Moresby,3434,1985,9,Sydney → Port Moresby
Sydney,Port Vila,1710,1985,9,Sydney → Port Vila
Sydney,Rome,3552,1985,9,Sydney → Rome
Sydney,San Francisco,4689,1985,9,Sydney → San Francisco
Sydney,Singapore,23089,1985,9,Sydney → Singapore
Sydney,Tokyo,14514,1985,9,Sydney → Tokyo
Sydney,Vancouver,2418,1985,9,Sydney → Vancouver
Sydney,Wellington,6849,1985,9,Sydney → Wellington
Townsville,Auckland,957,1985,9,Townsville → Auckland
Townsville,Bahrain,8,1985,9,Townsville → Bahrain
Townsville,Bombay,7,1985,9,Townsville → Bombay
Townsville,Frankfurt,40,1985,9,Townsville → Frankfurt
Townsville,London,275,1985,9,Townsville → London
Townsville,Rome,22,1985,9,Townsville → Rome
Townsville,Singapore,688,1985,9,Townsville → Singapore
Adelaide,Abu Dhabi,3,1985,10,Adelaide → Abu Dhabi
Adelaide,Amsterdam,2,1985,10,Adelaide → Amsterdam
Adelaide,Auckland,1670,1985,10,Adelaide → Auckland
Adelaide,Bahrain,12,1985,10,Adelaide → Bahrain
Adelaide,Bangkok,0,1985,10,Adelaide → Bangkok
Adelaide,Belgrade,0,1985,10,Adelaide → Belgrade
Adelaide,Bombay,2,1985,10,Adelaide → Bombay
Adelaide,Frankfurt,21,1985,10,Adelaide → Frankfurt
Adelaide,London,2282,1985,10,Adelaide → London
Adelaide,Muscat,16,1985,10,Adelaide → Muscat
Adelaide,Rome,15,1985,10,Adelaide → Rome
Adelaide,Singapore,4226,1985,10,Adelaide → Singapore
Adelaide,Tokyo,7,1985,10,Adelaide → Tokyo
Brisbane,Abu Dhabi,2,1985,10,Brisbane → Abu Dhabi
Brisbane,Auckland,11288,1985,10,Brisbane → Auckland
Brisbane,Bahrain,20,1985,10,Brisbane → Bahrain
Brisbane,Bangkok,992,1985,10,Brisbane → Bangkok
Brisbane,Bombay,14,1985,10,Brisbane → Bombay
Brisbane,Christchurch,4394,1985,10,Brisbane → Christchurch
Brisbane,Frankfurt,291,1985,10,Brisbane → Frankfurt
Brisbane,Hong Kong,3461,1985,10,Brisbane → Hong Kong
Brisbane,Honiara,1075,1985,10,Brisbane → Honiara
Brisbane,Honolulu,569,1985,10,Brisbane → Honolulu
Brisbane,London,2955,1985,10,Brisbane → London
Brisbane,Los Angeles,196,1985,10,Brisbane → Los Angeles
Brisbane,Manchester,3,1985,10,Brisbane → Manchester
Brisbane,Manila,1568,1985,10,Brisbane → Manila
Brisbane,Muscat,8,1985,10,Brisbane → Muscat
Brisbane,Nadi,1690,1985,10,Brisbane → Nadi
Brisbane,Noumea,441,1985,10,Brisbane → Noumea
Brisbane,Papeete,4,1985,10,Brisbane → Papeete
Brisbane,Port Moresby,3106,1985,10,Brisbane → Port Moresby
Brisbane,Port Vila,456,1985,10,Brisbane → Port Vila
Brisbane,Rome,120,1985,10,Brisbane → Rome
Brisbane,San Francisco,600,1985,10,Brisbane → San Francisco
Brisbane,Singapore,4037,1985,10,Brisbane → Singapore
Brisbane,Suva,229,1985,10,Brisbane → Suva
Brisbane,Tokyo,1236,1985,10,Brisbane → Tokyo
Brisbane,Vancouver,273,1985,10,Brisbane → Vancouver
Brisbane,Wellington,2377,1985,10,Brisbane → Wellington
Cairns,Honolulu,838,1985,10,Cairns → Honolulu
Cairns,Los Angeles,246,1985,10,Cairns → Los Angeles
Cairns,Port Moresby,1437,1985,10,Cairns → Port Moresby
Cairns,San Francisco,1533,1985,10,Cairns → San Francisco
Cairns,Vancouver,345,1985,10,Cairns → Vancouver
Darwin,Auckland,183,1985,10,Darwin → Auckland
Darwin,Bahrain,1,1985,10,Darwin → Bahrain
Darwin,Bandar Seri Begawan,436,1985,10,Darwin → Bandar Seri Begawan
Darwin,Bangkok,2,1985,10,Darwin → Bangkok
Darwin,Bombay,7,1985,10,Darwin → Bombay
Darwin,Denpasar,1566,1985,10,Darwin → Denpasar
Darwin,Frankfurt,33,1985,10,Darwin → Frankfurt
Darwin,Jakarta,64,1985,10,Darwin → Jakarta
Darwin,London,173,1985,10,Darwin → London
Darwin,Rome,16,1985,10,Darwin → Rome
Darwin,Singapore,1202,1985,10,Darwin → Singapore
Hobart,Christchurch,961,1985,10,Hobart → Christchurch
Melbourne,Abu Dhabi,107,1985,10,Melbourne → Abu Dhabi
Melbourne,Amsterdam,961,1985,10,Melbourne → Amsterdam
Melbourne,Athens,3488,1985,10,Melbourne → Athens
Melbourne,Auckland,9510,1985,10,Melbourne → Auckland
Melbourne,Bahrain,134,1985,10,Melbourne → Bahrain
Melbourne,Bangkok,4253,1985,10,Melbourne → Bangkok
Melbourne,Beijing,240,1985,10,Melbourne → Beijing
Melbourne,Belgrade,2163,1985,10,Melbourne → Belgrade
Melbourne,Bombay,168,1985,10,Melbourne → Bombay
Melbourne,Christchurch,6466,1985,10,Melbourne → Christchurch
Melbourne,Colombo,309,1985,10,Melbourne → Colombo
Melbourne,Denpasar,5864,1985,10,Melbourne → Denpasar
Melbourne,Dubai,52,1985,10,Melbourne → Dubai
Melbourne,Frankfurt,2028,1985,10,Melbourne → Frankfurt
Melbourne,Hong Kong,9886,1985,10,Melbourne → Hong Kong
Melbourne,Honolulu,3447,1985,10,Melbourne → Honolulu
Melbourne,Houston,12,1985,10,Melbourne → Houston
Melbourne,Jakarta,945,1985,10,Melbourne → Jakarta
Melbourne,Kuala Lumpur,3689,1985,10,Melbourne → Kuala Lumpur
Melbourne,London,4930,1985,10,Melbourne → London
Melbourne,Los Angeles,4447,1985,10,Melbourne → Los Angeles
Melbourne,Manchester,363,1985,10,Melbourne → Manchester
Melbourne,Manila,3691,1985,10,Melbourne → Manila
Melbourne,Muscat,125,1985,10,Melbourne → Muscat
Melbourne,Nadi,4530,1985,10,Melbourne → Nadi
Melbourne,Nauru,158,1985,10,Melbourne → Nauru
Melbourne,New York,72,1985,10,Melbourne → New York
Melbourne,Noumea,152,1985,10,Melbourne → Noumea
Melbourne,Papeete,490,1985,10,Melbourne → Papeete
Melbourne,Rome,3306,1985,10,Melbourne → Rome
Melbourne,San Francisco,2037,1985,10,Melbourne → San Francisco
Melbourne,Singapore,12585,1985,10,Melbourne → Singapore
Melbourne,Tokyo,973,1985,10,Melbourne → Tokyo
Melbourne,Vancouver,190,1985,10,Melbourne → Vancouver
Melbourne,Wellington,2358,1985,10,Melbourne → Wellington
Norfolk Island,Auckland,1347,1985,10,Norfolk Island → Auckland
Perth,Auckland,3101,1985,10,Perth → Auckland
Perth,Bahrain,46,1985,10,Perth → Bahrain
Perth,Bandar Seri Begawan,0,1985,10,Perth → Bandar Seri Begawan
Perth,Bangkok,1437,1985,10,Perth → Bangkok
Perth,Belgrade,28,1985,10,Perth → Belgrade
Perth,Bombay,943,1985,10,Perth → Bombay
Perth,Denpasar,5592,1985,10,Perth → Denpasar
Perth,Frankfurt,258,1985,10,Perth → Frankfurt
Perth,Harare,615,1985,10,Perth → Harare
Perth,Hong Kong,3710,1985,10,Perth → Hong Kong
Perth,Honolulu,46,1985,10,Perth → Honolulu
Perth,Jakarta,1141,1985,10,Perth → Jakarta
Perth,Johannesburg,488,1985,10,Perth → Johannesburg
Perth,Kuala Lumpur,4335,1985,10,Perth → Kuala Lumpur
Perth,London,4554,1985,10,Perth → London
Perth,Mauritius,95,1985,10,Perth → Mauritius
Perth,Muscat,24,1985,10,Perth → Muscat
Perth,Rome,539,1985,10,Perth → Rome
Perth,San Francisco,112,1985,10,Perth → San Francisco
Perth,Singapore,13322,1985,10,Perth → Singapore
Perth,Tokyo,81,1985,10,Perth → Tokyo
Port Hedland,Denpasar,422,1985,10,Port Hedland → Denpasar
Port Hedland,Jakarta,7,1985,10,Port Hedland → Jakarta
Sydney,Abu Dhabi,324,1985,10,Sydney → Abu Dhabi
Sydney,Amsterdam,1107,1985,10,Sydney → Amsterdam
Sydney,Apia,505,1985,10,Sydney → Apia
Sydney,Athens,3624,1985,10,Sydney → Athens
Sydney,Auckland,44402,1985,10,Sydney → Auckland
Sydney,Bahrain,417,1985,10,Sydney → Bahrain
Sydney,Bangkok,5063,1985,10,Sydney → Bangkok
Sydney,Beijing,959,1985,10,Sydney → Beijing
Sydney,Belgrade,2619,1985,10,Sydney → Belgrade
Sydney,Bombay,1289,1985,10,Sydney → Bombay
Sydney,Christchurch,12524,1985,10,Sydney → Christchurch
Sydney,Colombo,173,1985,10,Sydney → Colombo
Sydney,Denpasar,5677,1985,10,Sydney → Denpasar
Sydney,Dubai,126,1985,10,Sydney → Dubai
Sydney,Frankfurt,2531,1985,10,Sydney → Frankfurt
Sydney,Guangzhou,330,1985,10,Sydney → Guangzhou
Sydney,Harare,1161,1985,10,Sydney → Harare
Sydney,Hong Kong,17601,1985,10,Sydney → Hong Kong
Sydney,Honolulu,11765,1985,10,Sydney → Honolulu
Sydney,Houston,36,1985,10,Sydney → Houston
Sydney,Jakarta,4407,1985,10,Sydney → Jakarta
Sydney,Johannesburg,1063,1985,10,Sydney → Johannesburg
Sydney,Kuala Lumpur,4318,1985,10,Sydney → Kuala Lumpur
Sydney,London,9019,1985,10,Sydney → London
Sydney,Los Angeles,12864,1985,10,Sydney → Los Angeles
Sydney,Manchester,543,1985,10,Sydney → Manchester
Sydney,Manila,5370,1985,10,Sydney → Manila
Sydney,Mauritius,216,1985,10,Sydney → Mauritius
Sydney,Muscat,369,1985,10,Sydney → Muscat
Sydney,Nadi,11871,1985,10,Sydney → Nadi
Sydney,Nauru,73,1985,10,Sydney → Nauru
Sydney,New York,286,1985,10,Sydney → New York
Sydney,Noumea,1751,1985,10,Sydney → Noumea
Sydney,Papeete,3149,1985,10,Sydney → Papeete
Sydney,Paris,729,1985,10,Sydney → Paris
Sydney,Port Moresby,2782,1985,10,Sydney → Port Moresby
Sydney,Port Vila,1466,1985,10,Sydney → Port Vila
Sydney,Rome,2966,1985,10,Sydney → Rome
Sydney,San Francisco,6283,1985,10,Sydney → San Francisco
Sydney,Singapore,22813,1985,10,Sydney → Singapore
Sydney,Tokyo,17137,1985,10,Sydney → Tokyo
Sydney,Vancouver,2173,1985,10,Sydney → Vancouver
Sydney,Wellington,6487,1985,10,Sydney → Wellington
Townsville,Auckland,1201,1985,10,Townsville → Auckland
Townsville,Bahrain,4,1985,10,Townsville → Bahrain
Townsville,Bombay,1,1985,10,Townsville → Bombay
Townsville,Frankfurt,45,1985,10,Townsville → Frankfurt
Townsville,London,205,1985,10,Townsville → London
Townsville,Rome,21,1985,10,Townsville → Rome
Townsville,Singapore,660,1985,10,Townsville → Singapore
Adelaide,Abu Dhabi,2,1985,11,Adelaide → Abu Dhabi
Adelaide,Amsterdam,15,1985,11,Adelaide → Amsterdam
Adelaide,Auckland,2129,1985,11,Adelaide → Auckland
Adelaide,Bahrain,13,1985,11,Adelaide → Bahrain
Adelaide,Belgrade,5,1985,11,Adelaide → Belgrade
Adelaide,Bombay,10,1985,11,Adelaide → Bombay
Adelaide,Frankfurt,214,1985,11,Adelaide → Frankfurt
Adelaide,London,2145,1985,11,Adelaide → London
Adelaide,Muscat,10,1985,11,Adelaide → Muscat
Adelaide,Rome,9,1985,11,Adelaide → Rome
Adelaide,San Francisco,2,1985,11,Adelaide → San Francisco
Adelaide,Singapore,4424,1985,11,Adelaide → Singapore
Adelaide,Tokyo,32,1985,11,Adelaide → Tokyo
Brisbane,Abu Dhabi,9,1985,11,Brisbane → Abu Dhabi
Brisbane,Auckland,10385,1985,11,Brisbane → Auckland
Brisbane,Bahrain,18,1985,11,Brisbane → Bahrain
Brisbane,Bangkok,1091,1985,11,Brisbane → Bangkok
Brisbane,Bombay,23,1985,11,Brisbane → Bombay
Brisbane,Christchurch,3826,1985,11,Brisbane → Christchurch
Brisbane,Frankfurt,219,1985,11,Brisbane → Frankfurt
Brisbane,Hong Kong,2769,1985,11,Brisbane → Hong Kong
Brisbane,Honiara,1058,1985,11,Brisbane → Honiara
Brisbane,Honolulu,441,1985,11,Brisbane → Honolulu
Brisbane,London,2240,1985,11,Brisbane → London
Brisbane,Los Angeles,309,1985,11,Brisbane → Los Angeles
Brisbane,Manchester,27,1985,11,Brisbane → Manchester
Brisbane,Manila,1867,1985,11,Brisbane → Manila
Brisbane,Muscat,4,1985,11,Brisbane → Muscat
Brisbane,Nadi,1579,1985,11,Brisbane → Nadi
Brisbane,Noumea,495,1985,11,Brisbane → Noumea
Brisbane,Port Moresby,3225,1985,11,Brisbane → Port Moresby
Brisbane,Port Vila,312,1985,11,Brisbane → Port Vila
Brisbane,Rome,2,1985,11,Brisbane → Rome
Brisbane,San Francisco,506,1985,11,Brisbane → San Francisco
Brisbane,Singapore,4451,1985,11,Brisbane → Singapore
Brisbane,Suva,78,1985,11,Brisbane → Suva
Brisbane,Tokyo,1240,1985,11,Brisbane → Tokyo
Brisbane,Vancouver,350,1985,11,Brisbane → Vancouver
Brisbane,Wellington,2039,1985,11,Brisbane → Wellington
Cairns,Honolulu,1080,1985,11,Cairns → Honolulu
Cairns,Los Angeles,708,1985,11,Cairns → Los Angeles
Cairns,Port Moresby,1896,1985,11,Cairns → Port Moresby
Cairns,San Francisco,1346,1985,11,Cairns → San Francisco
Cairns,Vancouver,429,1985,11,Cairns → Vancouver
Darwin,Auckland,199,1985,11,Darwin → Auckland
Darwin,Bahrain,6,1985,11,Darwin → Bahrain
Darwin,Bandar Seri Begawan,457,1985,11,Darwin → Bandar Seri Begawan
Darwin,Bangkok,13,1985,11,Darwin → Bangkok
Darwin,Bombay,6,1985,11,Darwin → Bombay
Darwin,Denpasar,1124,1985,11,Darwin → Denpasar
Darwin,Frankfurt,21,1985,11,Darwin → Frankfurt
Darwin,Jakarta,106,1985,11,Darwin → Jakarta
Darwin,London,156,1985,11,Darwin → London
Darwin,Manchester,4,1985,11,Darwin → Manchester
Darwin,Rome,30,1985,11,Darwin → Rome
Darwin,Singapore,975,1985,11,Darwin → Singapore
Hobart,Christchurch,1082,1985,11,Hobart → Christchurch
Melbourne,Abu Dhabi,112,1985,11,Melbourne → Abu Dhabi
Melbourne,Amsterdam,980,1985,11,Melbourne → Amsterdam
Melbourne,Athens,3365,1985,11,Melbourne → Athens
Melbourne,Auckland,11698,1985,11,Melbourne → Auckland
Melbourne,Bahrain,101,1985,11,Melbourne → Bahrain
Melbourne,Bangkok,3942,1985,11,Melbourne → Bangkok
Melbourne,Beijing,448,1985,11,Melbourne → Beijing
Melbourne,Belgrade,1972,1985,11,Melbourne → Belgrade
Melbourne,Bombay,287,1985,11,Melbourne → Bombay
Melbourne,Christchurch,7896,1985,11,Melbourne → Christchurch
Melbourne,Colombo,258,1985,11,Melbourne → Colombo
Melbourne,Denpasar,4863,1985,11,Melbourne → Denpasar
Melbourne,Dubai,58,1985,11,Melbourne → Dubai
Melbourne,Frankfurt,2171,1985,11,Melbourne → Frankfurt
Melbourne,Hong Kong,9591,1985,11,Melbourne → Hong Kong
Melbourne,Honolulu,2782,1985,11,Melbourne → Honolulu
Melbourne,Houston,6,1985,11,Melbourne → Houston
Melbourne,Jakarta,1208,1985,11,Melbourne → Jakarta
Melbourne,Kuala Lumpur,4202,1985,11,Melbourne → Kuala Lumpur
Melbourne,London,4064,1985,11,Melbourne → London
Melbourne,Los Angeles,4225,1985,11,Melbourne → Los Angeles
Melbourne,Manchester,421,1985,11,Melbourne → Manchester
Melbourne,Manila,3173,1985,11,Melbourne → Manila
Melbourne,Muscat,159,1985,11,Melbourne → Muscat
Melbourne,Nadi,4089,1985,11,Melbourne → Nadi
Melbourne,Nauru,149,1985,11,Melbourne → Nauru
Melbourne,New York,66,1985,11,Melbourne → New York
Melbourne,Noumea,165,1985,11,Melbourne → Noumea
Melbourne,Papeete,796,1985,11,Melbourne → Papeete
Melbourne,Rome,2943,1985,11,Melbourne → Rome
Melbourne,San Francisco,1655,1985,11,Melbourne → San Francisco
Melbourne,Singapore,12676,1985,11,Melbourne → Singapore
Melbourne,Tokyo,971,1985,11,Melbourne → Tokyo
Melbourne,Vancouver,232,1985,11,Melbourne → Vancouver
Melbourne,Wellington,2951,1985,11,Melbourne → Wellington
Norfolk Island,Auckland,1544,1985,11,Norfolk Island → Auckland
Perth,Amsterdam,25,1985,11,Perth → Amsterdam
Perth,Auckland,3321,1985,11,Perth → Auckland
Perth,Bahrain,46,1985,11,Perth → Bahrain
Perth,Bandar Seri Begawan,0,1985,11,Perth → Bandar Seri Begawan
Perth,Bangkok,1854,1985,11,Perth → Bangkok
Perth,Belgrade,93,1985,11,Perth → Belgrade
Perth,Bombay,916,1985,11,Perth → Bombay
Perth,Denpasar,5376,1985,11,Perth → Denpasar
Perth,Frankfurt,324,1985,11,Perth → Frankfurt
Perth,Harare,600,1985,11,Perth → Harare
Perth,Hong Kong,4344,1985,11,Perth → Hong Kong
Perth,Honolulu,14,1985,11,Perth → Honolulu
Perth,Jakarta,966,1985,11,Perth → Jakarta
Perth,Johannesburg,772,1985,11,Perth → Johannesburg
Perth,Kuala Lumpur,4262,1985,11,Perth → Kuala Lumpur
Perth,London,4453,1985,11,Perth → London
Perth,Manchester,6,1985,11,Perth → Manchester
Perth,Mauritius,139,1985,11,Perth → Mauritius
Perth,Muscat,20,1985,11,Perth → Muscat
Perth,Rome,269,1985,11,Perth → Rome
Perth,San Francisco,63,1985,11,Perth → San Francisco
Perth,Singapore,14702,1985,11,Perth → Singapore
Perth,Tokyo,26,1985,11,Perth → Tokyo
Port Hedland,Denpasar,253,1985,11,Port Hedland → Denpasar
Port Hedland,Jakarta,10,1985,11,Port Hedland → Jakarta
Sydney,Abu Dhabi,433,1985,11,Sydney → Abu Dhabi
Sydney,Amsterdam,1003,1985,11,Sydney → Amsterdam
Sydney,Apia,299,1985,11,Sydney → Apia
Sydney,Athens,3581,1985,11,Sydney → Athens
Sydney,Auckland,50504,1985,11,Sydney → Auckland
Sydney,Bahrain,360,1985,11,Sydney → Bahrain
Sydney,Bangkok,6409,1985,11,Sydney → Bangkok
Sydney,Beijing,1501,1985,11,Sydney → Beijing
Sydney,Belgrade,2307,1985,11,Sydney → Belgrade
Sydney,Bombay,2390,1985,11,Sydney → Bombay
Sydney,Christchurch,15353,1985,11,Sydney → Christchurch
Sydney,Colombo,278,1985,11,Sydney → Colombo
Sydney,Denpasar,5143,1985,11,Sydney → Denpasar
Sydney,Dubai,151,1985,11,Sydney → Dubai
Sydney,Frankfurt,2841,1985,11,Sydney → Frankfurt
Sydney,Guangzhou,204,1985,11,Sydney → Guangzhou
Sydney,Harare,1027,1985,11,Sydney → Harare
Sydney,Hong Kong,17672,1985,11,Sydney → Hong Kong
Sydney,Honolulu,11071,1985,11,Sydney → Honolulu
Sydney,Houston,17,1985,11,Sydney → Houston
Sydney,Jakarta,4834,1985,11,Sydney → Jakarta
Sydney,Johannesburg,2064,1985,11,Sydney → Johannesburg
Sydney,Kuala Lumpur,4151,1985,11,Sydney → Kuala Lumpur
Sydney,London,8216,1985,11,Sydney → London
Sydney,Los Angeles,12882,1985,11,Sydney → Los Angeles
Sydney,Manchester,631,1985,11,Sydney → Manchester
Sydney,Manila,5778,1985,11,Sydney → Manila
